classe,page,de,en
Klasse 6 E-Kurs,197,sich erkundigen nach,ask sb about sth
Klasse 6 E-Kurs,197,schliesslich,in the end
Klasse 6 E-Kurs,197,Gewinner,winner
Klasse 6 E-Kurs,197,jede/r/s,each
Klasse 6 E-Kurs,197,beenden,finish
Klasse 6 E-Kurs,197,vergessen,forget
Klasse 6 E-Kurs,197,kaufen,buy
Klasse 6 E-Kurs,197,kommen,come
Klasse 6 E-Kurs,197,trinken,drink
Klasse 6 E-Kurs,197,essen,eat
Klasse 6 E-Kurs,197,sehen,see
Klasse 6 E-Kurs,197,sitzen,sit
Klasse 6 E-Kurs,197,denken,think
Klasse 6 E-Kurs,197,verstehen,understand
Klasse 6 E-Kurs,197,gewinnen,win
Klasse 6 E-Kurs,197,schreiben,write
Klasse 6 E-Kurs,197,ein paar,a few
Klasse 6 E-Kurs,197,Minute,minute
Klasse 6 E-Kurs,197,als Naechstes,next
Klasse 6 E-Kurs,197,ein anderer,another
Klasse 6 E-Kurs,197,ohne,without
Klasse 6 E-Kurs,197,Antwort,answer
Klasse 6 E-Kurs,197,wenn,when
Klasse 6 E-Kurs,197,zuerst,at first
Klasse 6 E-Kurs,197,etwas holen,get sth
Klasse 6 E-Kurs,197,Schulhof,school yard
Klasse 6 E-Kurs,197,warten (auf),wait (for)
Klasse 6 E-Kurs,197,ueberrascht,surprised
