classe,page,de,en
Klasse 6 E-Kurs,196,Weihnachten,Christmas
Klasse 6 E-Kurs,196,Theaterstueck,play
Klasse 6 E-Kurs,196,gesund,healthy
Klasse 6 E-Kurs,196,lecker,yummy
Klasse 6 E-Kurs,196,Ausflug,trip
Klasse 6 E-Kurs,196,Projekt,project
Klasse 6 E-Kurs,196,besser,better
Klasse 6 E-Kurs,196,Idee,idea
Klasse 6 E-Kurs,196,etwas herausfinden,find out
Klasse 6 E-Kurs,196,eingeben,put in
Klasse 6 E-Kurs,196,Kreis,circle
Klasse 6 E-Kurs,196,also,so
Klasse 6 E-Kurs,196,Kanal,channel
Klasse 6 E-Kurs,196,fahren,drive
Klasse 6 E-Kurs,196,Freunde finden,make friends
Klasse 6 E-Kurs,196,Heimweh haben,be/feel homesick
Klasse 6 E-Kurs,196,Gegenwart,present
Klasse 6 E-Kurs,196,Vergangenheit,past
Klasse 6 E-Kurs,196,Regel,rule
Klasse 6 E-Kurs,196,Satz,sentence
Klasse 6 E-Kurs,196,suchen,look for
