classe,page,de,en
Klasse 6 E-Kurs,205,Schlittschuhlaufen,ice skating
Klasse 6 E-Kurs,205,billig,cheap
Klasse 6 E-Kurs,205,immer noch,still
Klasse 6 E-Kurs,205,naechstes Mal,next time
Klasse 6 E-Kurs,205,jeder,everybody
Klasse 6 E-Kurs,205,Handschuh,glove
Klasse 6 E-Kurs,205,Brille,glasses
Klasse 6 E-Kurs,205,Sonnenbrille,sunglasses
Klasse 6 E-Kurs,205,Spiel,match
Klasse 6 E-Kurs,205,Aktivitaet,activity
Klasse 6 E-Kurs,205,Erwachsener,adult
Klasse 6 E-Kurs,205,kostenlos,free
Klasse 6 E-Kurs,205,vorsichtig,careful
Klasse 6 E-Kurs,205,Eishockey,ice hockey
Klasse 6 E-Kurs,205,Erde,earth
Klasse 6 E-Kurs,205,Zirkus,circus
Klasse 6 E-Kurs,205,Hai,shark
Klasse 6 E-Kurs,205,Angriff,attack
Klasse 6 E-Kurs,205,wachsen,grow
Klasse 6 E-Kurs,205,Teil,part
Klasse 6 E-Kurs,205,Abgemacht,it's a deal
