classe,page,de,en
Klasse 6 E-Kurs,201,erzaehlen,tell
Klasse 6 E-Kurs,201,offen,open
Klasse 6 E-Kurs,201,nehmen,take
Klasse 6 E-Kurs,201,Ohr,ear
Klasse 6 E-Kurs,201,adoptieren,adopt
Klasse 6 E-Kurs,201,ausgehen,go out
Klasse 6 E-Kurs,201,ueberpruefen,check
Klasse 6 E-Kurs,201,im Internet nachschauen,check the internet
Klasse 6 E-Kurs,201,spazieren gehen,go for a walk
Klasse 6 E-Kurs,201,Wellensittich,budgie
Klasse 6 E-Kurs,201,Freudenfeuer,bonfire
Klasse 6 E-Kurs,201,feiern,celebrate
Klasse 6 E-Kurs,201,Kostuem,costume
Klasse 6 E-Kurs,201,Kartoffel,potato
Klasse 6 E-Kurs,201,Kleidung,clothes
Klasse 6 E-Kurs,201,Keks,biscuit
Klasse 6 E-Kurs,201,Kakao,cocoa
Klasse 6 E-Kurs,201,Neujahr,New Year
Klasse 6 E-Kurs,201,Schokolade,chocolate
Klasse 6 E-Kurs,201,Hexe,witch
Klasse 6 E-Kurs,201,Geheimnis,mystery
Klasse 6 E-Kurs,201,jemand,someone
