classe,page,de,en
Klasse 6 E-Kurs,203,Teenagergespraeche,teen talk
Klasse 6 E-Kurs,203,perfekt,perfect
Klasse 6 E-Kurs,203,sich ausruhen,chill
Klasse 6 E-Kurs,203,Zeug,stuff
Klasse 6 E-Kurs,203,Ski fahren,ski
Klasse 6 E-Kurs,203,Hausarbeit erledigen,do chores
Klasse 6 E-Kurs,203,spannend,exciting
Klasse 6 E-Kurs,203,auch,also
Klasse 6 E-Kurs,203,Umfrage,survey
Klasse 6 E-Kurs,203,wie viel,how much
Klasse 6 E-Kurs,203,viel,much
Klasse 6 E-Kurs,203,niemand,nobody
Klasse 6 E-Kurs,203,Zeitschrift,magazine
Klasse 6 E-Kurs,203,Tasche,pocket
Klasse 6 E-Kurs,203,Taschengeld,pocket money
Klasse 6 E-Kurs,203,geizig,mean
Klasse 6 E-Kurs,203,aelter als,older than
Klasse 6 E-Kurs,203,bis,until
Klasse 6 E-Kurs,203,ein bisschen Geld,a little money
Klasse 6 E-Kurs,203,wofuer,what for
