classe,page,de,en
Klasse 6 E-Kurs,206,Sofa,sofa
Klasse 6 E-Kurs,206,Muell,rubbish
Klasse 6 E-Kurs,206,loswerden,get rid of
Klasse 6 E-Kurs,206,wiederverwerten,recycle
Klasse 6 E-Kurs,206,oeffnen,open
Klasse 6 E-Kurs,206,Dartscheibe,dartboard
Klasse 6 E-Kurs,206,sparen,save
Klasse 6 E-Kurs,206,Wand,wall
Klasse 6 E-Kurs,206,Versteck,den
Klasse 6 E-Kurs,206,bequem,comfortable
Klasse 6 E-Kurs,206,Wurfpfeil,dart
Klasse 6 E-Kurs,206,die Neunzigerjahre,the 90s
Klasse 6 E-Kurs,206,Kleid,dress
Klasse 6 E-Kurs,206,ankommen,arrive
Klasse 6 E-Kurs,206,Aufgabe,task
Klasse 6 E-Kurs,206,Vortrag,talk
Klasse 6 E-Kurs,206,zeigen,show
Klasse 6 E-Kurs,206,deutlich sprechen,speak clearly
Klasse 6 E-Kurs,206,einen Vortrag halten,give a talk
Klasse 6 E-Kurs,206,Freizeitaktivitaeten,free-time activities
Klasse 6 E-Kurs,206,Ausruestung,gear
Klasse 6 E-Kurs,206,entspannend,relaxing
Klasse 6 E-Kurs,206,Trainer,coach
