classe,page,de,en
Klasse 7 G-Kurs,163,wunderschön,beautiful
Klasse 7 G-Kurs,163,Viel Vergnügen! / Viel Spaß!,Enjoy yourself/yourselves.
Klasse 7 G-Kurs,163,Frühstückspension; Zimmer mit Frühstück,bed and breakfast (B&B)
Klasse 7 G-Kurs,163,"unterrichten, lehren","teach, taught, taught"
Klasse 7 G-Kurs,163,kalt werden,"get cold, got, got"
Klasse 7 G-Kurs,163,Bedient euch! / Greift zu!,Help yourselves.
Klasse 7 G-Kurs,163,Ausstellung,exhibition
Klasse 7 G-Kurs,163,Gast,guest
Klasse 7 G-Kurs,163,Zweibettzimmer,twin room
Klasse 7 G-Kurs,163,Einzelzimmer,single room
Klasse 7 G-Kurs,163,Wasserkocher (elektrisch),kettle
Klasse 7 G-Kurs,163,trocken,dry
Klasse 7 G-Kurs,163,Mantel; Jacke,coat
Klasse 7 G-Kurs,163,"kanadisch, aus Kanada; Kanadier/in",Canadian
Klasse 7 G-Kurs,163,"buchen, reservieren",book
Klasse 7 G-Kurs,163,bestätigen,confirm
Klasse 7 G-Kurs,163,Reservierung,reservation
Klasse 7 G-Kurs,163,Wegbeschreibung(en),directions (pl)
Klasse 7 G-Kurs,163,einfach; nur; bloß,just
Klasse 7 G-Kurs,163,Messer,"knife, pl knives"
