classe,page,de,en
Klasse 7 G-Kurs,164,Socke,sock
Klasse 7 G-Kurs,164,Dudelsack,bagpipes (pl)
Klasse 7 G-Kurs,164,Gespenst,ghost
Klasse 7 G-Kurs,164,existieren,exist
Klasse 7 G-Kurs,164,"hinunter, runter, nach unten",down
Klasse 7 G-Kurs,164,winken,wave
Klasse 7 G-Kurs,164,landen,land
Klasse 7 G-Kurs,164,"mieten, leihen",hire
Klasse 7 G-Kurs,164,Führerschein,driving licence
Klasse 7 G-Kurs,164,"meine, meiner, meins",mine
Klasse 7 G-Kurs,164,hupen,hoot
Klasse 7 G-Kurs,164,glücklicherweise,luckily
Klasse 7 G-Kurs,164,Finger,finger
Klasse 7 G-Kurs,164,Ruine,ruin (oft pl: ruins)
Klasse 7 G-Kurs,164,Parkplatz,car park
Klasse 7 G-Kurs,164,"eng, schmal",narrow
Klasse 7 G-Kurs,164,"deiner, deine, deins; eurer, eure, eures",yours
Klasse 7 G-Kurs,164,auch nicht,not ... either
Klasse 7 G-Kurs,164,da drüben; da hinüber,over there
Klasse 7 G-Kurs,164,Akzent,accent
Klasse 7 G-Kurs,164,fliegen,"fly (flew, flown)"
Klasse 7 G-Kurs,164,Stolz,pride
Klasse 7 G-Kurs,164,geboren,born
Klasse 7 G-Kurs,164,E-Bass,bass guitar
Klasse 7 G-Kurs,164,einen Text überfliegen (um den Inhalt grob zu erfassen),skim a text
Klasse 7 G-Kurs,164,Region,region
Klasse 7 G-Kurs,164,Salz,salt
Klasse 7 G-Kurs,164,Zucker,sugar
Klasse 7 G-Kurs,164,,ChatGPT fragen
