classe,page,de,en
Klasse 7 G-Kurs,152,auch,also
Klasse 7 G-Kurs,152,etwas tun dürfen,be allowed to do sth.
Klasse 7 G-Kurs,152,Kultur,culture
Klasse 7 G-Kurs,152,griechisch; Griechisch; Grieche/Griechin,Greek
Klasse 7 G-Kurs,152,"irisch, aus Irland",Irish
Klasse 7 G-Kurs,152,"schottisch, aus Schottland",Scottish
Klasse 7 G-Kurs,152,erstaunlich,amazing
Klasse 7 G-Kurs,152,vor zwei Jahren,two years ago
Klasse 7 G-Kurs,152,sein Fußball / ihr Fußball,its football
Klasse 7 G-Kurs,152,"Anzeige, Werbung",advert
Klasse 7 G-Kurs,152,"schlau, klug",clever
Klasse 7 G-Kurs,152,rufen; nennen; anrufen,call
Klasse 7 G-Kurs,152,"jemand, der sich sehr stark für etwas begeistert (und manchmal von anderen deswegen belächelt wird)",geek
Klasse 7 G-Kurs,152,Museum,museum
Klasse 7 G-Kurs,152,"natürlich, Natur-",natural
Klasse 7 G-Kurs,152,Naturkunde,natural history
Klasse 7 G-Kurs,152,Dinosaurier,dinosaur
Klasse 7 G-Kurs,152,antworten; beantworten,answer
Klasse 7 G-Kurs,152,"Katastrophe, Unglück",disaster
Klasse 7 G-Kurs,152,"beginnen, anfangen",begin (began)
