classe,page,de,en
Klasse 7 G-Kurs,159,möglich,possible
Klasse 7 G-Kurs,159,Sohn,son
Klasse 7 G-Kurs,159,"(mit)bringen; er brachte (mit), er hat (mit)gebracht",bring; he brought
Klasse 7 G-Kurs,159,gegen,against
Klasse 7 G-Kurs,159,Mit freundlichen Grüßen (Briefschluss),Yours sincerely
Klasse 7 G-Kurs,159,weniger,less
Klasse 7 G-Kurs,159,usw. (und so weiter),etc. (aus dem Lateinischen)
Klasse 7 G-Kurs,159,Welche Art/Sorte (von) …?,What sort of …?
Klasse 7 G-Kurs,159,Geld verdienen,"make money, made, made"
Klasse 7 G-Kurs,159,"Keks, Plätzchen",biscuit
Klasse 7 G-Kurs,159,Müsliriegel,cereal bar
Klasse 7 G-Kurs,159,Energie,energy
Klasse 7 G-Kurs,159,"etwas gut können, gut sein in etwas",be good at sth.
Klasse 7 G-Kurs,159,Anrede für Lehrerin in GB,Miss
Klasse 7 G-Kurs,159,aktiv,active
Klasse 7 G-Kurs,159,Trimester,term
Klasse 7 G-Kurs,159,Verkäufer/in,salesperson / salespeople
Klasse 7 G-Kurs,159,ernst(haft),serious
Klasse 7 G-Kurs,159,hören; ich habe gehört,hear; I’ve heard
Klasse 7 G-Kurs,159,Wettbewerb,competition
Klasse 7 G-Kurs,159,"an etwas teilnehmen, bei etwas mitmachen","take part in sth.; took, taken"
Klasse 7 G-Kurs,159,Information(en) (über),information (about) (no pl)
Klasse 7 G-Kurs,159,"das meiste Geld, am meisten Geld",the most money
Klasse 7 G-Kurs,159,im Fernsehen,on TV
Klasse 7 G-Kurs,159,die USA (= die Vereinigten Staaten von Amerika),the USA
