classe,page,de,en
Klasse 7 G-Kurs,158,Fragebogen,questionnaire
Klasse 7 G-Kurs,158,"reiten: ich ritt, ich bin geritten; (Rad) fahren: ich fuhr (Rad), ich bin (Rad) gefahren","ride: I rode, I’ve ridden"
Klasse 7 G-Kurs,158,umziehen (an einen neuen Wohnort),move house
Klasse 7 G-Kurs,158,einmal,once
Klasse 7 G-Kurs,158,zweimal,twice
Klasse 7 G-Kurs,158,Person,person
Klasse 7 G-Kurs,158,China,China
Klasse 7 G-Kurs,158,Schiff,ship
Klasse 7 G-Kurs,158,"Sklave, Sklavin",slave
Klasse 7 G-Kurs,158,Europa,Europe
Klasse 7 G-Kurs,158,Amerika,America
Klasse 7 G-Kurs,158,Australien,Australia
Klasse 7 G-Kurs,158,verkaufen,"sell, sold, sold"
Klasse 7 G-Kurs,158,"Packung, Päckchen",packet (of)
Klasse 7 G-Kurs,158,kosten,"cost, cost, cost"
Klasse 7 G-Kurs,158,Fahrrad,bicycle
Klasse 7 G-Kurs,158,Rücken; Rückseite,back
Klasse 7 G-Kurs,158,Schokoriegel,chocolate bar
Klasse 7 G-Kurs,158,immer mehr,more and more
Klasse 7 G-Kurs,158,so viel wie,as much as
Klasse 7 G-Kurs,158,,ChatGPT fragen
