classe,page,de,en
Klasse 7 G-Kurs,153,Sicherheit,security
Klasse 7 G-Kurs,153,als Nächstes,next
Klasse 7 G-Kurs,153,trinken,"drink (drank, drunk)"
Klasse 7 G-Kurs,153,"treten, schießen",kick
Klasse 7 G-Kurs,153,Idiot/in,idiot
Klasse 7 G-Kurs,153,behalten,"keep (kept, kept)"
Klasse 7 G-Kurs,153,laut,loud
Klasse 7 G-Kurs,153,Polizei,police
Klasse 7 G-Kurs,153,fantastisch,like a million dollars
Klasse 7 G-Kurs,153,"schließlich, endlich",at last
Klasse 7 G-Kurs,153,Erdbeben,earthquake
Klasse 7 G-Kurs,153,insbesondere,especially
Klasse 7 G-Kurs,153,belebt; verkehrsreich,busy
Klasse 7 G-Kurs,153,weit,far
Klasse 7 G-Kurs,153,Flugzeug,plane
Klasse 7 G-Kurs,153,Verkehrsmittel; Transport(wesen),transport
Klasse 7 G-Kurs,153,Arbeiter/in; Arbeitskraft,worker
Klasse 7 G-Kurs,153,Welt,world
Klasse 7 G-Kurs,153,Taucher/in,diver
Klasse 7 G-Kurs,153,Sonne,sun
Klasse 7 G-Kurs,153,Postkarte,postcard
Klasse 7 G-Kurs,153,Verschwendung,waste
Klasse 7 G-Kurs,153,verschwenden,(to) waste
Klasse 7 G-Kurs,153,Geld ausgeben (für); Zeit verbringen (mit),spend money/time (spent)
Klasse 7 G-Kurs,153,viele(viel),a lot of
