classe,page,de,en
Klasse 7 G-Kurs,160,"Anstecknadel, Button",badge
Klasse 7 G-Kurs,160,Ballon,balloon
Klasse 7 G-Kurs,160,Pflanze,plant
Klasse 7 G-Kurs,160,"Kosten, Preis",cost
Klasse 7 G-Kurs,160,Euro,euro (€)
Klasse 7 G-Kurs,160,"Gesamtbetrag, Summe",total
Klasse 7 G-Kurs,160,pro Ballon,per balloon
Klasse 7 G-Kurs,160,"Gewinn, Profit",profit
Klasse 7 G-Kurs,160,sich umschauen (in),look around
Klasse 7 G-Kurs,160,Mehl,flour
Klasse 7 G-Kurs,160,(zer)brechen,break
Klasse 7 G-Kurs,160,brach,broke
Klasse 7 G-Kurs,160,gebrochen,broken
Klasse 7 G-Kurs,160,Ei,egg
Klasse 7 G-Kurs,160,beeindruckt,impressed
Klasse 7 G-Kurs,160,"mit 16, im Alter von 16",at 16
Klasse 7 G-Kurs,160,sich (hin)setzen,sit down
Klasse 7 G-Kurs,160,saß,sat
Klasse 7 G-Kurs,160,Großvater,grandfather
Klasse 7 G-Kurs,160,negativ,negative
Klasse 7 G-Kurs,160,genug,enough
Klasse 7 G-Kurs,160,"meinen, sagen wollen","mean, meant, meant"
Klasse 7 G-Kurs,160,"schicken: sie schickten, sie haben geschickt",send: they sent
Klasse 7 G-Kurs,160,,ChatGPT fragen
