classe,page,de,en
Klasse 7 G-Kurs,157,lächeln; (das) Lächeln,smile
Klasse 7 G-Kurs,157,"Busch, Strauch",bush
Klasse 7 G-Kurs,157,plötzlich,suddenly
Klasse 7 G-Kurs,157,Nase,nose
Klasse 7 G-Kurs,157,voll; voller …,full (of …)
Klasse 7 G-Kurs,157,(ein)fangen,catch / caught / caught
Klasse 7 G-Kurs,157,Licht; Lampe,light
Klasse 7 G-Kurs,157,Büro,office
Klasse 7 G-Kurs,157,Fuchs,fox
Klasse 7 G-Kurs,157,Mund; (Tier) Schnauze,mouth
Klasse 7 G-Kurs,157,"ruhig, still, leise",quiet
Klasse 7 G-Kurs,157,parken,park (a car)
Klasse 7 G-Kurs,157,aufschreiben,write down / wrote / written
Klasse 7 G-Kurs,157,Mutter,mother
Klasse 7 G-Kurs,157,"Menschen, die Müll zurücklassen",people who leave rubbish
Klasse 7 G-Kurs,157,Artikel,article
Klasse 7 G-Kurs,157,"(etwas wohin) tun, legen, stellen, stecken; er hat getan, gelegt, gestellt, gesteckt",put: he has put
Klasse 7 G-Kurs,157,Vordergrund,foreground
Klasse 7 G-Kurs,157,Hintergrund,background
Klasse 7 G-Kurs,157,Pferd,horse
Klasse 7 G-Kurs,157,überall(hin),everywhere
Klasse 7 G-Kurs,157,"meistens, normalerweise",usually
Klasse 7 G-Kurs,157,ideal,ideal
Klasse 7 G-Kurs,157,(um)ziehen (nach),move (to)
Klasse 7 G-Kurs,157,Onkel,uncle
Klasse 7 G-Kurs,157,klein,little
Klasse 7 G-Kurs,157,Opa,grandad
Klasse 7 G-Kurs,157,,ChatGPT fragen
