classe,page,de,en
Klasse 7 G-Kurs,154,Recht haben,be right
Klasse 7 G-Kurs,154,Unrecht haben,be wrong
Klasse 7 G-Kurs,154,Klingelton (Handy),ringtone
Klasse 7 G-Kurs,154,eine Tasse Tee,a cup of tea
Klasse 7 G-Kurs,154,sicher (gefahrlos); in Sicherheit,safe
Klasse 7 G-Kurs,154,etwas tun müssen,have to do sth.
Klasse 7 G-Kurs,154,etwas nicht tun müssen / brauchen,not have to do sth.
Klasse 7 G-Kurs,154,Unterführung,subway
Klasse 7 G-Kurs,154,Taschendieb/in,pickpocket
Klasse 7 G-Kurs,154,Rolltreppe,escalator
Klasse 7 G-Kurs,154,jn. abholen,pick sb. up
Klasse 7 G-Kurs,154,dunkel,dark
Klasse 7 G-Kurs,154,"sich Sorgen machen (wegen, um)",worry (about)
Klasse 7 G-Kurs,154,auf dem Land,in the country
Klasse 7 G-Kurs,154,(Straßen-)Kreuzung,"crossroads, pl"
Klasse 7 G-Kurs,154,Kirche,church
Klasse 7 G-Kurs,154,"Mehrfamilienhaus, Wohnblock",block of flats
Klasse 7 G-Kurs,154,Hauptstraße; Einkaufsstraße,high street
