classe,page,de,en
Klasse 7 E-Kurs,199,"sich abheben von, sich hervorheben",stand out (from)
Klasse 7 E-Kurs,199,"bereit, fertig",ready
Klasse 7 E-Kurs,199,"zerbrochen, kaputt",broken
Klasse 7 E-Kurs,199,verrueckt werden,go crazy
Klasse 7 E-Kurs,199,etwas aufraeumen,tidy sth. up
Klasse 7 E-Kurs,199,"gewoehnlich, ueblich",usual
Klasse 7 E-Kurs,199,beeindruckt,impressed
Klasse 7 E-Kurs,199,"sobald, sowie",as soon as
Klasse 7 E-Kurs,199,"mit 16, im Alter von 16",at the age of 16
Klasse 7 E-Kurs,199,sich hinsetzen,sit down
Klasse 7 E-Kurs,199,"sich beschweren, beklagen",complain
Klasse 7 E-Kurs,199,am naechsten Tag,the next day
Klasse 7 E-Kurs,199,experimentieren,experiment
Klasse 7 E-Kurs,199,an jenem Morgen/Nachmittag/Abend,that morning/afternoon/evening
Klasse 7 E-Kurs,199,bemerken,notice
Klasse 7 E-Kurs,199,"weitermachen, fortfahren",go on
Klasse 7 E-Kurs,199,"meinen, sagen wollen","mean, meant, meant"
Klasse 7 E-Kurs,199,"oder?, nicht wahr?","..., isn't it?"
Klasse 7 E-Kurs,199,erfolgreich,successful
Klasse 7 E-Kurs,199,Ziel,aim
Klasse 7 E-Kurs,199,moeglich,possible
Klasse 7 E-Kurs,199,"repraesentieren, vertreten",represent
Klasse 7 E-Kurs,199,"ordentlich, aufgeraeumt",tidy
