classe,page,de,en
Klasse 7 E-Kurs,203,Reservierung,reservation
Klasse 7 E-Kurs,203,"folgen, verfolgen",follow
Klasse 7 E-Kurs,203,Messer,knife (knives)
Klasse 7 E-Kurs,203,"Gericht, Speise",dish
Klasse 7 E-Kurs,203,"servieren (Essen, Getraenke)",serve
Klasse 7 E-Kurs,203,"kochen, zum Kochen bringen",boil
Klasse 7 E-Kurs,203,"Wasserkocher, Wasserkessel",kettle
Klasse 7 E-Kurs,203,Kellner,waiter
Klasse 7 E-Kurs,203,Kellnerin,waitress
Klasse 7 E-Kurs,203,Mechaniker/in,mechanic
Klasse 7 E-Kurs,203,Empfangschef/in,receptionist
Klasse 7 E-Kurs,203,Fahrzeug,vehicle
Klasse 7 E-Kurs,203,"aufladen (Batterie, Handy usw.)",charge
Klasse 7 E-Kurs,203,Reihenfolge,order
Klasse 7 E-Kurs,203,"Gespenst, Geist",ghost
Klasse 7 E-Kurs,203,den Huegel/die Mauer hinauf,up the hill/wall/...
Klasse 7 E-Kurs,203,"Treppe, Treppenstufen",stairs
Klasse 7 E-Kurs,203,"sich fragen, gern wissen wollen",wonder
Klasse 7 E-Kurs,203,Anblick,sight
Klasse 7 E-Kurs,203,"Viel Vergnuegen!, Viel Spass!",Enjoy yourself/yourselves
Klasse 7 E-Kurs,203,Mitternacht,midnight
Klasse 7 E-Kurs,203,aufwachen,wake up
Klasse 7 E-Kurs,203,sich bewegen,move
Klasse 7 E-Kurs,203,scheinen (Sonne),shine (sun)
Klasse 7 E-Kurs,203,leer,empty
Klasse 7 E-Kurs,203,sich (zu jmd.) umdrehen,turn (to sb.)
Klasse 7 E-Kurs,203,landen,land
