classe,page,de,en
Klasse 7 E-Kurs,190,Olympische Spiele,Olympic Games
Klasse 7 E-Kurs,190,Hauptstrasse,high street
Klasse 7 E-Kurs,190,ueber 300,over 300
Klasse 7 E-Kurs,190,belebt,busy
Klasse 7 E-Kurs,190,Europa,Europe
Klasse 7 E-Kurs,190,ich wuerde lieber,I'd prefer
Klasse 7 E-Kurs,190,sicher,safe
Klasse 7 E-Kurs,190,Gefahr,danger
Klasse 7 E-Kurs,190,Taschendieb,pickpocket
Klasse 7 E-Kurs,190,Rolltreppe,escalator
Klasse 7 E-Kurs,190,stehen,"stand, stood, stood"
Klasse 7 E-Kurs,190,es eilig haben,be in a hurry
Klasse 7 E-Kurs,190,respektieren,respect
Klasse 7 E-Kurs,190,Kapuze,hood
Klasse 7 E-Kurs,190,Risiken eingehen,take risks
Klasse 7 E-Kurs,190,kaempfen,"fight, fought, fought"
Klasse 7 E-Kurs,190,werfen,"throw, threw, thrown"
Klasse 7 E-Kurs,190,Wiederholung,revision
Klasse 7 E-Kurs,190,abholen,pick up
Klasse 7 E-Kurs,190,um herum,around
Klasse 7 E-Kurs,190,laut,loud
Klasse 7 E-Kurs,190,Jugend,youth
