classe,page,de,en
Klasse 7 E-Kurs,205,einen Text ueberfliegen um den Inhalt grob zu erfassen,skim a text
Klasse 7 E-Kurs,205,Ueberschrift,heading
Klasse 7 E-Kurs,205,Bildunterschrift,caption
Klasse 7 E-Kurs,205,nuetzlich,useful
Klasse 7 E-Kurs,205,"ein paar, ein Paar",a couple (of)
Klasse 7 E-Kurs,205,"irgendwo, irgendwohin",somewhere
Klasse 7 E-Kurs,205,"Erfahrung, Erlebnis",experience
Klasse 7 E-Kurs,205,"Anzahl, Zahl",number
Klasse 7 E-Kurs,205,Unterkunft,accommodation
Klasse 7 E-Kurs,205,Aufenthalt,stay
Klasse 7 E-Kurs,205,Schlafsaal,dormitory
Klasse 7 E-Kurs,205,Handtuch,towel
Klasse 7 E-Kurs,205,Schueleraustausch,exchange
Klasse 7 E-Kurs,205,verbessern,improve
Klasse 7 E-Kurs,205,"es koennte sein, dass du dein Zuhause vermisst",you might miss
Klasse 7 E-Kurs,205,Vorlieben und Abneigungen,likes and dislikes
Klasse 7 E-Kurs,205,"Reise, Fahrt",journey
Klasse 7 E-Kurs,205,Gepaeckband,belt
Klasse 7 E-Kurs,205,"Verbindung, Anschluss",connection
Klasse 7 E-Kurs,205,Gepaeck,baggage
Klasse 7 E-Kurs,205,Gepaeckausgabe,baggage reclaim
Klasse 7 E-Kurs,205,"Gastfamilie, Gastgeber/in",host
Klasse 7 E-Kurs,205,Reisepass,passport
Klasse 7 E-Kurs,205,Informationsschalter,information desk
