classe,page,de,en
Klasse 7 E-Kurs,207,liegen,"lie (lay, lain)"
Klasse 7 E-Kurs,207,sich ausruhen,rest
Klasse 7 E-Kurs,207,Kochtopf,pot
Klasse 7 E-Kurs,207,Herd,cooker
Klasse 7 E-Kurs,207,schockiert,shocked
Klasse 7 E-Kurs,207,Bohne,bean
Klasse 7 E-Kurs,207,Appetit,appetite
Klasse 7 E-Kurs,207,eine Disco fuer Minderjaehrige,an underage disco
Klasse 7 E-Kurs,207,Alkohol,alcohol
Klasse 7 E-Kurs,207,"sich fein machen, sich aufbrezeln",get dressed up
Klasse 7 E-Kurs,207,hochhackige Schuhe,high heels
Klasse 7 E-Kurs,207,Nagel,nail
Klasse 7 E-Kurs,207,"eifersuechtig, neidisch",jealous
Klasse 7 E-Kurs,207,"Andenken, Souvenir",souvenir
Klasse 7 E-Kurs,207,Fussgaenger/in,pedestrian
Klasse 7 E-Kurs,207,Kuenstler/in,artist
Klasse 7 E-Kurs,207,Strassenmusiker/in,busker
Klasse 7 E-Kurs,207,"Schlange, Reihe (wartender Menschen)",queue
Klasse 7 E-Kurs,207,bestellen,order
Klasse 7 E-Kurs,207,"Kabeljau, Dorsch",cod
Klasse 7 E-Kurs,207,Salz,salt
Klasse 7 E-Kurs,207,Essig,vinegar
Klasse 7 E-Kurs,207,"Kathedrale, Dom",cathedral
Klasse 7 E-Kurs,207,huebsch,pretty
Klasse 7 E-Kurs,207,wunderbar,wonderful
Klasse 7 E-Kurs,207,Ketchup,ketchup
Klasse 7 E-Kurs,207,Mayonnaise,mayonnaise
Klasse 7 E-Kurs,207,Igitt!,Yuck!
Klasse 7 E-Kurs,207,"Mama, Mutti",mam
