classe,page,de,en
Klasse 7 E-Kurs,202,Mach dir keine Vorwuerfe,Don't blame yourself
Klasse 7 E-Kurs,202,zusammenhalten,"stick together (stuck, stuck)"
Klasse 7 E-Kurs,202,"Fruehstueckspension, Zimmer mit Fruehstueck",bed and breakfast (B and B)
Klasse 7 E-Kurs,202,ein Geschaeft/eine Firma gruenden,start a business
Klasse 7 E-Kurs,202,wie man etwas tut/macht,how to do sth.
Klasse 7 E-Kurs,202,"ein Geschaeft/ein Hotel leiten, fuehren",run a business/a hotel
Klasse 7 E-Kurs,202,"Bedient euch!, Greift zu!",Help yourselves
Klasse 7 E-Kurs,202,"Geschaeft, Laden",store
Klasse 7 E-Kurs,202,Gast,guest
Klasse 7 E-Kurs,202,"jn. begruessen, jn. willkommen heissen",welcome sb. (to)
Klasse 7 E-Kurs,202,"Gebiet, Gegend",area
Klasse 7 E-Kurs,202,"einschliesslich, darunter (auch)",including
Klasse 7 E-Kurs,202,beide Zimmer/Maedchen/...,both rooms/girls/...
Klasse 7 E-Kurs,202,trocken,dry
Klasse 7 E-Kurs,202,Mantel,coat
Klasse 7 E-Kurs,202,pro Person/Tag,per (person/day)
Klasse 7 E-Kurs,202,Kontakt,contact
