classe,page,de,en
Klasse 7 E-Kurs,200,sich Notizen machen,take notes
Klasse 7 E-Kurs,200,als Fussballer/in/Saenger/in,as a footballer/singer/...
Klasse 7 E-Kurs,200,weiblich,female
Klasse 7 E-Kurs,200,werden,"become, became, become"
Klasse 7 E-Kurs,200,Vorbild,role model
Klasse 7 E-Kurs,200,stark,strong
Klasse 7 E-Kurs,200,schwach,weak
Klasse 7 E-Kurs,200,"Sporthalle, Turnhalle",gym
Klasse 7 E-Kurs,200,"kennzeichnen, markieren",mark
Klasse 7 E-Kurs,200,Meinung,opinion
Klasse 7 E-Kurs,200,"mager, duerr",skinny
Klasse 7 E-Kurs,200,etwas zusammenfassen,sum sth. up
Klasse 7 E-Kurs,200,Einerseits... Andererseits,On the one hand...On the other hand
Klasse 7 E-Kurs,200,"auf jeden Fall, ganz bestimmt",definitely
Klasse 7 E-Kurs,200,"sogar, selbst",even
Klasse 7 E-Kurs,200,"gewalttaetig, gewaltsam",violent
Klasse 7 E-Kurs,200,"Touristeninformation, Fremdenverkehrsbuero",tourist office
Klasse 7 E-Kurs,200,"entdecken, herausfinden",discover
