classe;page;de;en
7;145;der Beutel, die Tuete;None
7;145;das Bonbon;None
7;145;ein Topf;None
7;145;eine Flasche;None
7;145;ein Liter;None
7;145;ein Beutel;None
7;145;das Eis;None
7;145;das Vanilleeis;None
7;145;das Schokoladeneis;None
7;145;der Verkaeufer;None
7;145;Ich bin's!;None
7;145;ist alles in Ordnung?;None
7;145;die Cola;None
7;145;das Sandwich;None
7;145;der Schinken;None
7;145;die Orangenlimonade;None
7;145;das Abendessen;None
7;145;zu Abend essen;None
7;145;fertig;None
7;145;das Haus;None
