classe;page;de;en
7;137;die Familie;None
7;137;die Mutter;None
7;137;der Vater;None
7;137;die Eltern;None
7;137;die Tochter;None
7;137;der Sohn;None
7;137;die Schwester;None
7;137;der Bruder;None
7;137;die Tante;None
7;137;der Onkel;None
7;137;der Cousin;None
7;137;die Cousine;None
7;137;die Grossmutter;None
7;137;der Grossvater;None
7;137;der Grossvater;None
7;137;die Grosseltern;None
7;137;Opa;None
7;137;Oma;None
7;137;der Planet;None
7;137;die Turnhalle;None
7;137;die Krankenstation;None
