classe;page;de;en
7;132;kommen;None
7;132;der Abend;None
7;132;hier;None
7;132;Alles Gute zum Geburtstag!;None
7;132;die Ohrringe;None
7;132;der Rucksack;None
7;132;die Batterie;None
7;132;die Klamotten;None
7;132;das Videospiel;None
7;132;die Gitarre;None
7;132;die Turnschuhe;None
7;132;der Cousin;None
7;132;die Schlittschuhe;None
7;132;Weihnachten;None
7;132;der Weihnachtsmann;None
7;132;die Tanne;None
7;132;den Weihnachtsbaum und das Haus schmuecken;None
7;132;der Heiligabend;None
