classe;page;de;en
7;133;Silvester;None
7;133;Neujahr;None
7;133;Heilige Drei Koenige;None
7;133;der Dreikoenigskuchen;None
7;133;die Bohne;None
7;133;die Bohne finden;None
7;133;der Koenig / die Koenigin;None
7;133;der Karneval;None
7;133;Ostern;None
7;133;die Glocke;None
7;133;der Schokoladenhase;None
7;133;der Aprilscherz;None
7;133;der Muttertag;None
7;133;der Nationalfeiertag;None
7;133;das Feuerwerk;None
7;133;der Kuerbis;None
7;133;jdn/etw. moegen;None
7;133;jdn/etw. sehr moegen;None
7;133;das Fernsehen;None
7;133;die Natur;None
7;133;das Skateboard;None
