classe;page;de;en
6;117;ich mag;None
6;117;ich mag... nicht;None
6;117;aber;None
6;117;die Videospiele;None
6;117;der Sport;None
6;117;die Musik;None
6;117;die Schokolade;None
6;117;die Pizza;None
6;117;der Salat;None
6;117;Rot, die rote Farbe;None
6;117;Blau, die blaue Farbe;None
6;117;Schwarz, die schwarze Farbe;None
6;117;die Katzen;None
6;117;die Hunde;None
6;117;die Ratten;None
6;117;Gruen;None
6;117;Gelb;None
6;117;Weiss;None
6;117;Violett;None
6;117;Orange;None
6;117;Braun;None
6;117;Grellrosa;None
6;117;Tuerkis;None
6;117;Beige;None
6;117;Rosa;None
