classe;page;de;en
6;126;eine Buchhandlung;None
6;126;eine Apotheke;None
6;126;eine Bibliothek;None
6;126;eine Fabrik;None
6;126;eine Moschee;None
6;126;ein Computer;None
6;126;eine Synagoge;None
6;126;der Lehrer;None
6;126;die Lehrerin;None
6;126;ein Schueler;None
6;126;eine Schuelerin;None
6;126;die Tuer;None
6;126;das Fenster;None
6;126;der Tisch;None
6;126;der Stuhl;None
6;126;die Klasse;None
6;126;die Tafel;None
6;126;das Wort;None
6;126;der Satz;None
6;126;der Computer;None
6;126;das Tablet;None
6;126;das Poster;None
6;126;das Buch;None
6;126;das Heft;None
6;126;der Stift;None
