classe;page;de;en
6;116;Bist du in der 7. Klasse?;None
6;116;die siebte Klasse;None
6;116;die sechste Klasse;None
6;116;Ich bin in der 6. Klasse.;None
6;116;ja;None
6;116;nein;None
6;116;okay, einverstanden;None
6;116;Welche Sprachen sprichst du?;None
6;116;Ich spreche;None
6;116;ein bisschen;None
6;116;Franzoesisch, die frz. Sprache;None
6;116;Englisch, die englische Sprache;None
6;116;Arabisch, die arabische Sprache;None
6;116;Deutsch, die deutsche Sprache;None
6;116;Spanisch, die spanische Sprache;None
6;116;die Sprache;None
6;116;Das ist super!;None
