classe;page;de;en
9;165;das Berufsgymnasium;None
9;165;das Abitur;None
9;165;das allgemeine Abitur;None
9;165;das berufliche Abitur;None
9;165;die Berufsschule;None
9;165;Das ist toll;None
9;165;der Austausch;None
9;165;die Redaktion;None
9;165;die Erlaubnis;None
9;165;etw. verbieten;None
9;165;die Luege;None
9;165;der Kuss;None
9;165;ausser;None
9;165;die Physik;None
9;165;das Schwimmen;None
9;165;das Abitur;None
9;165;der/die Korrespondent/in;None
9;165;die Luege;None
9;165;die Taeuschung;None
9;165;das Niveau;None
