classe;page;de;en
9;184;erfahren, dass;None
9;184;sterben;None
9;184;bald;None
9;184;ein Spiegel;None
9;184;reich;None
9;184;arm;None
9;184;einfallen;None
9;184;die Ungerechtigkeit;None
9;184;die Landschaft;None
9;184;das Medikament;None
9;184;der Ruecken;None
9;184;zugleich;None
9;184;stolz auf jdn. sein;None
9;184;die Toten;None
9;184;die Heimat;None
9;184;der Fruehling;None
9;184;ueber;None
9;184;der Boden;None
9;184;die Ernte;None
9;184;das Karibu;None
9;184;der Herbst;None
9;184;die Bucht;None
9;184;wunderschoen;None
9;184;der Wald;None
