classe;page;de;en
9;185;jdn/etw. fotografieren;None
9;185;das Foto;None
9;185;etw. erzeugen;None
9;185;etw. ausnutzen;None
9;185;der Tourist;None
9;185;der Blutwurst;None
9;185;Tee trinken;None
9;185;der/die Kanadier/in;None
9;185;applaudieren;None
9;185;sich gut mit jdm. verstehen;None
9;185;es ist die Muehe wert, etw. zu tun;None
9;185;leben;None
9;185;Kanada;None
9;185;die Sprache;None
9;185;der Hafen;None
9;185;der Maler;None
9;185;beliebt;None
9;185;die Politikerin;None
9;185;zweisprachig;None
