classe;page;de;en
9;183;sich ueber jdn. lustig machen;None
9;183;der Kamerad;None
9;183;der/die Delegierte/r;None
9;183;die Gewalt;None
9;183;etw. die Stirn bieten;None
9;183;die Belaestigung;None
9;183;die Verleumdung;None
9;183;sprechen/ueber etw. sprechen;None
9;183;die Ecke;None
9;183;der/die Einzige;None
9;183;die Sekunde;None
9;183;der Grosse;None
9;183;sich gegenseitig helfen;None
9;183;das Geschwaetz;None
9;183;das Gefaess;None
9;183;das Geschwaetz;None
9;183;das Glueck;None
9;183;jdn. anbaggern;None
9;183;die Liebe;None
9;183;die Ehe;None
9;183;die Luege;None
9;183;sich ueber jdn. aufregen;None
9;183;in;None
