classe;page;de;en
9;176;der Rat;None
9;176;Ratschlaege geben;None
9;176;die Mode;None
9;176;in Mode sein;None
9;176;das Kleidungsstueck;None
9;176;der Look;None
9;176;tragen;None
9;176;sich anziehen;None
9;176;die Marke;None
9;176;der Stoff;None
9;176;das Leder;None
9;176;die Wolle;None
9;176;die Baumwolle;None
9;176;die Seide;None
9;176;die Farbe;None
9;176;hell;None
9;176;dunkel;None
9;176;Rot;None
9;176;Blau;None
9;176;Gelb;None
9;176;Gruen;None
9;176;Orange;None
9;176;Grau;None
9;176;Schwarz;None
9;176;Weiss;None
9;176;Rosa;None
