classe;page;de;en
9;174;die Welt;None
9;174;die Umwelt;None
9;174;sich ueber etw. beklagen;None
9;174;die Entwicklung;None
9;174;die nachhaltige Entwicklung;None
9;174;der Sektor;None
9;174;die Informatik;None
9;174;die Kommunikation;None
9;174;die Energie;None
9;174;die erneuerbare Energie;None
9;174;die Gesundheit;None
9;174;die Ernaehrung;None
9;174;die Gastronomie;None
9;174;das Hotelwesen;None
9;174;der Sozialbereich;None
9;174;die Ressourcen;None
9;174;die Personalabteilung;None
9;174;die Forschung;None
9;174;sich ausbilden;None
9;174;die Ausbildung;None
9;174;die Lehre;None
