classe;page;de;en
9;171;das Taschengeld;None
9;171;die Gruppe;None
9;171;die Gruppe;None
9;171;der/die Kandidat/in;None
9;171;die Bewerbung;None
9;171;der Kurs;None
9;171;der Zoo;None
9;171;die Vermietung;None
9;171;die Tour;None
9;171;die Wanderung;None
9;171;die Mechanik;None
9;171;die Wanderung;None
9;171;die Mechanik;None
9;171;draussen;None
9;171;schon;None
9;171;der Vorteil;None
9;171;die Garage;None
9;171;die Garage;None
9;171;der Laerm;None
9;171;in der Naehe von mir;None
9;171;der Anfang;None
9;171;einmal;None
