classe;page;de;en
9;180;Frankophonie;None
9;180;alle;None
9;180;Belgien;None
9;180;Niederländisch;None
9;180;Dialekt;None
9;180;Québec;None
9;180;Kanada;None
9;180;See;None
9;180;Wald;None
9;180;Wolkenkratzer;None
9;180;schneien;None
9;180;Grad;None
9;180;unterirdisch;None
9;180;Sauce;None
9;180;Senegal;None
9;180;Afrika;None
9;180;Jahreszeit;None
9;180;Tunesien;None
9;180;Arabisch;None
9;180;Die Sonne scheint;None
9;180;Moschee;None
9;180;wie seine Westentasche kennen;None
