classe;page;de;en
9;177;die Jeans;None
9;177;das T-Shirt;None
9;177;das Hemd;None
9;177;der Pullover;None
9;177;die Jacke;None
9;177;die Blouson;None
9;177;der Mantel;None
9;177;das Kleid;None
9;177;der Rock;None
9;177;die Hose;None
9;177;die Shorts;None
9;177;die Schuhe;None
9;177;die Turnschuhe;None
9;177;die Socken;None
9;177;der Guertel;None
9;177;der Schal;None
9;177;die Tasche;None
9;177;der Hut;None
9;177;die Muetze;None
9;177;die Brille;None
9;177;die Sonnenbrille;None
9;177;das Schmuckstueck;None
9;177;die Armbanduhr;None
9;177;das Parfuem;None
