classe;page;de;en
9;173;das Berufsleben;None
9;173;das Land;None
9;173;die Region;None
9;173;arbeiten;None
9;173;moegen;None
9;173;nie;None
9;173;die Arbeitslosigkeit;None
9;173;die Organisation;None
9;173;der Beruf;None
9;173;waehlen;None
9;173;das Glueck;None
9;173;die Arbeit;None
9;173;das Ziel;None
9;173;die Jugend;None
9;173;die Zukunft;None
9;173;die Karriere;None
9;173;gewinnen;None
9;173;das Geld;None
9;173;das Gehalt;None
9;173;das Projekt;None
9;173;studieren;None
9;173;die Leidenschaft;None
