classe;page;de;en
9;169;manchmal;None
9;169;heimlich;None
9;169;die Reportage;None
9;169;amuesant;None
9;169;das Radio;None
9;169;die Zeitschrift;None
9;169;der/die Saenger/in;None
9;169;die Luege;None
9;169;der Schaden;None
9;169;der Fehler;None
9;169;die Gewissensbisse;None
9;169;der Prinz;None
9;169;der Thron;None
9;169;nur;None
9;169;der Franc;None
9;169;der/die Delegierte/r;None
9;169;der/die Vertreter/in;None
9;169;fuer jdn. waehlen;None
9;169;die Wichtigkeit;None
9;169;die Diskussion;None
9;169;ueber etw. diskutieren;None
9;169;jdm. das Wort geben;None
