classe;page;de;en
9;155;das Restaurant;None
9;155;an etw. teilnehmen;None
9;155;das Rennen;None
9;155;das Jungenrennen;None
9;155;sich beeilen;None
9;155;der Bulle;None
9;155;die Polizei;None
9;155;der Stadtbezirk;None
9;155;der 11. Stadtbezirk;None
9;155;der 14. Stadtbezirk;None
9;155;der Buergersteig;None
9;155;zu spaet;None
9;155;aufstehen;None
9;155;sich duschen;None
9;155;sich anziehen;None
9;155;sich frisieren;None
9;155;sich schminken;None
9;155;zufrieden sein;None
9;155;die Leute;None
9;155;gestresst;None
9;155;normal;None
9;155;der Tag;None
9;155;die Woche;None
9;155;schlafen gehen;None
9;155;einschlafen;None
9;155;sich langweilen;None
