classe;page;de;en
9;172;der Raum;None
9;172;im Speisesaal servieren;None
9;172;deshalb;None
9;172;der Brief;None
9;172;das Bewerbungsschreiben;None
9;172;das Material;None
9;172;der Umzug;None
9;172;der Praktikumsbericht;None
9;172;ich habe gerade etw. getan;None
9;172;der Umzugshelfer;None
9;172;der Schalter;None
9;172;der Fruehling;None
9;172;der Wecker;None
9;172;der Donner;None
9;172;der Blitz;None
9;172;die Zwischenmahlzeit;None
9;172;ausserdem;None
9;172;gluecklich;None
9;172;die Rettungsschwimmerpruefung;None
9;172;die Erfahrung;None
9;172;ich hoffe, etw. tun zu koennen;None
9;172;jdm. danken;None
9;172;die Information;None
9;172;die Ausstrahlung;None
