classe;page;de;en
9;167;der/die Streitschlichter/in;None
9;167;der Konflikt;None
9;167;die Versoehnung;None
9;167;der/die Bibliothekar/in;None
9;167;die Krankheit;None
9;167;die Technologie;None
9;167;die Moeglichkeit haben, etw. zu tun;None
9;167;die Moeglichkeit;None
9;167;die Pause;None
9;167;das Recht;None
9;167;es reicht, etw. zu tun;None
9;167;handeln;None
9;167;die Aktion;None
9;167;das Treffen;None
9;167;oekologisch;None
9;167;etw. wegwerfen;None
9;167;der Kampf;None
9;167;der Muelleimer;None
9;167;das Desaster;None
9;167;das Theaterstueck;None
9;167;das Spiel;None
9;167;Charles Peguy;None
9;167;der Sponsor;None
9;167;jede/r/s;None
9;167;das Land;None
