classe;page;de;en
9;170;sich Notizen machen;None
9;170;jdn. ueber etw. informieren;None
9;170;das Ergebnis;None
9;170;das Resultat;None
9;170;jdn. bitten, etw. zu tun;None
9;170;die Zusammenfassung;None
9;170;die Verantwortung;None
9;170;verantwortlich;None
9;170;stellen;None
9;170;beruflich;None
9;170;der Job;None
9;170;letztes Jahr;None
9;170;der Bauernhof;None
9;170;die Herberge;None
9;170;das Restaurant;None
9;170;die Ernte;None
9;170;im Monat;None
9;170;der/die Chocolatier/in;None
9;170;der Verkauf;None
9;170;der Kontakt;None
9;170;der Babysitter;None
9;170;sich um jdn/etw. kuemmern;None
9;170;der Muell;None
9;170;die Schale;None
