classe,page,de,en
Klasse 10 G-Kurs,148,neben,beside
Klasse 10 G-Kurs,148,Passagier,passenger
Klasse 10 G-Kurs,148,jmdn. mitnehmen,give sb. a lift
Klasse 10 G-Kurs,148,wuetend,mad
Klasse 10 G-Kurs,148,so ein Auto,a car like this
Klasse 10 G-Kurs,148,Autounfall,a car crash
Klasse 10 G-Kurs,148,Verfolgung,chase
Klasse 10 G-Kurs,148,Aufregung,excitement
Klasse 10 G-Kurs,148,Zusammenstoss,crash
Klasse 10 G-Kurs,148,umgehen mit,deal with
Klasse 10 G-Kurs,148,explodieren,explode
Klasse 10 G-Kurs,148,Explosion,explosion
Klasse 10 G-Kurs,148,Krankenwagen,ambulance
Klasse 10 G-Kurs,148,Sirene,siren
Klasse 10 G-Kurs,148,beunruhigt,alarmed
Klasse 10 G-Kurs,148,verwirren,confuse
Klasse 10 G-Kurs,148,ueberpruefen,check
Klasse 10 G-Kurs,148,sich umdrehen,turn around
Klasse 10 G-Kurs,148,Charakter,character
