classe,page,de,en
Klasse 10 G-Kurs,145,Schuelerausweis,student card
Klasse 10 G-Kurs,145,freiwillig,volunteer
Klasse 10 G-Kurs,145,kennenlernen,get to know
Klasse 10 G-Kurs,145,Personal,staff
Klasse 10 G-Kurs,145,servieren,serve
Klasse 10 G-Kurs,145,Ritus,rite
Klasse 10 G-Kurs,145,Pflicht,duty
Klasse 10 G-Kurs,145,begleiten,accompany
Klasse 10 G-Kurs,145,Ankunft,arrival
Klasse 10 G-Kurs,145,Abflug,departure
Klasse 10 G-Kurs,145,Stockwerk,floor
Klasse 10 G-Kurs,145,Stellung beziehen,take a stand
Klasse 10 G-Kurs,145,kreieren,create
Klasse 10 G-Kurs,145,Spielplatz,playground
Klasse 10 G-Kurs,145,ueberall auf der Welt,all around the world
Klasse 10 G-Kurs,145,Buergermeister,mayor
Klasse 10 G-Kurs,145,Buerger,citizen
Klasse 10 G-Kurs,145,Krieg,war
Klasse 10 G-Kurs,145,Aktivismus,activism
Klasse 10 G-Kurs,145,Aktivist,activist
