classe,page,de,en
Klasse 10 G-Kurs,152,Uebung,exercise
Klasse 10 G-Kurs,152,Training,training
Klasse 10 G-Kurs,152,Bonuskarte,bonus card
Klasse 10 G-Kurs,152,Arbeitgeber,employer
Klasse 10 G-Kurs,152,weitermachen,keep on
Klasse 10 G-Kurs,152,behalten,keep
Klasse 10 G-Kurs,152,aufrechterhalten,keep sth. up
Klasse 10 G-Kurs,152,immer wieder tun,keep on doing sth.
Klasse 10 G-Kurs,152,nachhaltig,sustainable
Klasse 10 G-Kurs,152,Seite,side
Klasse 10 G-Kurs,152,Diagramm,graph
Klasse 10 G-Kurs,152,Milliarde,billion
Klasse 10 G-Kurs,152,Niveau,level
Klasse 10 G-Kurs,152,Anstieg,rise
Klasse 10 G-Kurs,152,Fluss,river
Klasse 10 G-Kurs,152,Wald,forest
Klasse 10 G-Kurs,152,ausgestorben,extinct
Klasse 10 G-Kurs,152,verschmutzen,pollute
Klasse 10 G-Kurs,152,schmelzen,melt
