classe,page,de,en
Klasse 10 G-Kurs,143,Hai,shark
Klasse 10 G-Kurs,143,Kaefig,cage
Klasse 10 G-Kurs,143,entdecken,discover
Klasse 10 G-Kurs,143,einheimisch,local
Klasse 10 G-Kurs,143,wohin gehen,to go to
Klasse 10 G-Kurs,143,wohin man gehen kann,where to go
Klasse 10 G-Kurs,143,ein Muss,a must-do
Klasse 10 G-Kurs,143,unabsichtlich,by accident
Klasse 10 G-Kurs,143,im Voraus,in advance
Klasse 10 G-Kurs,143,Antwort,reply
Klasse 10 G-Kurs,143,Pinguin,penguin
Klasse 10 G-Kurs,143,Kontakt,contact
Klasse 10 G-Kurs,143,Fremder,stranger
Klasse 10 G-Kurs,143,zurueckkehren,return
Klasse 10 G-Kurs,143,Luft,air
Klasse 10 G-Kurs,143,ueberfuellt,crowded
Klasse 10 G-Kurs,143,Sozialwohnung,council flat
Klasse 10 G-Kurs,143,Gemeinderat,council
Klasse 10 G-Kurs,143,irgendwie,somehow
Klasse 10 G-Kurs,143,etw. einschalten/ausschalten,switch sth. on/off
Klasse 10 G-Kurs,143,ordentlich,neat
