classe,page,de,en
Klasse 10 G-Kurs,154,nur fuer den Fall,just in case
Klasse 10 G-Kurs,154,rueckwaerts,backwards
Klasse 10 G-Kurs,154,Angst haben vor etw.,be afraid of sth.
Klasse 10 G-Kurs,154,schwindelig,dizzy
Klasse 10 G-Kurs,154,schwach,faint
Klasse 10 G-Kurs,154,Alternative,alternative
Klasse 10 G-Kurs,154,Kommunikation,communication
Klasse 10 G-Kurs,154,Netz,web
Klasse 10 G-Kurs,154,Roboter,robot
Klasse 10 G-Kurs,154,ans Telefon gehen,answer the phone
Klasse 10 G-Kurs,154,aufleuchten,light up
Klasse 10 G-Kurs,154,Feuerwerk,firework
Klasse 10 G-Kurs,154,Batterie,battery
Klasse 10 G-Kurs,154,schlecht,poor
Klasse 10 G-Kurs,154,wechseln,change
Klasse 10 G-Kurs,154,annehmen,assume
Klasse 10 G-Kurs,154,Geraet,device
Klasse 10 G-Kurs,154,Rueckerstattung,refund
Klasse 10 G-Kurs,154,Kopie,copy
Klasse 10 G-Kurs,154,Quittung,receipt
Klasse 10 G-Kurs,154,Donner,thunder
Klasse 10 G-Kurs,154,Superheld,superhero
