classe,page,de,en
Klasse 10 E-Kurs,222,"hinterher, danach",afterwards
Klasse 10 E-Kurs,222,Roman,. novel
Klasse 10 E-Kurs,222,Nadel; Kanüle,E needle
Klasse 10 E-Kurs,222,auf jn. zukkommen,come sb.'s way
Klasse 10 E-Kurs,222,station?,the station?
Klasse 10 E-Kurs,222,have to go this way.,We have
Klasse 10 E-Kurs,222,Scheinwerfer(licht),headlight
Klasse 10 E-Kurs,222,Mitfahrgelegenheit,lift (lift)
Klasse 10 E-Kurs,222,"wahnsinnig, verrickt",mad
Klasse 10 E-Kurs,222,"Verfolgung, Verfolgungsjagd",chase
