classe,page,de,en
Klasse 10 E-Kurs,227,"Handlung, z. B. eines Films",storyline
Klasse 10 E-Kurs,227,Drehbuch,script
Klasse 10 E-Kurs,227,retten,rescue
Klasse 10 E-Kurs,227,erkennen; identifizieren,identify
Klasse 10 E-Kurs,227,Vision; Vorstellung,vision
Klasse 10 E-Kurs,227,Exoskelett; Aussenskelett,exoskeleton
Klasse 10 E-Kurs,227,Gebrauch; Verwendung,use
Klasse 10 E-Kurs,227,Feuerwehrmann/-frau,firefighter
Klasse 10 E-Kurs,227,ausliefern,deliver
Klasse 10 E-Kurs,227,Drohne,drone
Klasse 10 E-Kurs,227,Paket; Paeckchen,parcel
Klasse 10 E-Kurs,227,Medizin; Arzneimittel; Medikament,medicine
Klasse 10 E-Kurs,227,Kontaktlinse,contact lens
Klasse 10 E-Kurs,227,Energie; Strom; Macht; Kraft; Staerke,power
Klasse 10 E-Kurs,227,Kopfkissen,pillow
Klasse 10 E-Kurs,227,fahrerlos,driverless
Klasse 10 E-Kurs,227,Naturwissenschaftler/-in,scientist
