classe,page,de,en
Klasse 10 E-Kurs,214,voller Menschen; Oberfillt,a crowded
Klasse 10 E-Kurs,214,Schaufenster,shop window
Klasse 10 E-Kurs,214,verangstigt,frightened
Klasse 10 E-Kurs,214,Fremde(r),stranger
Klasse 10 E-Kurs,214,eine Wohnung mit zwei,a two-bedroomed flat
Klasse 10 E-Kurs,214,Sozialwohnung,council flat
Klasse 10 E-Kurs,214,"oben; Uber, oberhalb (von)",above
Klasse 10 E-Kurs,214,irgendwie,somehow
Klasse 10 E-Kurs,214,"erwarmen, erhitzen",heat
Klasse 10 E-Kurs,214,Mikrowelle,microwave
Klasse 10 E-Kurs,214,es sich gemitlich machen,make oneself comfortable
Klasse 10 E-Kurs,214,Volk,people
Klasse 10 E-Kurs,214,Entscheidung,decision
