classe,page,de,en
Klasse 10 E-Kurs,229,weitermachen,keep on
Klasse 10 E-Kurs,229,behalten; aufbewahren; halten,keep
Klasse 10 E-Kurs,229,Mach weiter so!,keep it up
Klasse 10 E-Kurs,229,etwas immer weiter tun,keep on doing sth
Klasse 10 E-Kurs,229,nachhaltig; umweltvertraeglich; zukunftsfaehig,sustainable
Klasse 10 E-Kurs,229,Wachstum,growth
Klasse 10 E-Kurs,229,das Mittelalter,the Middle Ages
Klasse 10 E-Kurs,229,Milliarde,billion
Klasse 10 E-Kurs,229,7000 v. Chr.,7000 BC
Klasse 10 E-Kurs,229,1000 n. Chr.,1000 AD
Klasse 10 E-Kurs,229,Diagramm; Kurve,graph
Klasse 10 E-Kurs,229,pessimistisch,pessimistic
Klasse 10 E-Kurs,229,optimistisch,optimistic
Klasse 10 E-Kurs,229,meiner/deiner Ansicht nach,in my/your view
Klasse 10 E-Kurs,229,Grenze zu,frontier with
Klasse 10 E-Kurs,229,faszinieren,fascinate
Klasse 10 E-Kurs,229,Erfolg,success
