classe,page,de,en
Klasse 8 G-Kurs,160,Wir haben uns verlaufen/verirrt.,We’re lost.
Klasse 8 G-Kurs,160,Film,movie (AE)
Klasse 8 G-Kurs,160,Büffel; Bison,"buffalo, pl buffalo or buffaloes"
Klasse 8 G-Kurs,160,Flügel,wing
Klasse 8 G-Kurs,160,Stück,piece (of …)
Klasse 8 G-Kurs,160,vegetarisch; Vegetarier/in,veggie (= vegetarian)
Klasse 8 G-Kurs,160,gekocht; gegart,cooked
Klasse 8 G-Kurs,160,Butter,butter
Klasse 8 G-Kurs,160,Öl,oil
Klasse 8 G-Kurs,160,süß,sweet
Klasse 8 G-Kurs,160,"Nachtisch, Dessert",dessert
Klasse 8 G-Kurs,160,Kirsche,cherry
Klasse 8 G-Kurs,160,Obsttörtchen; Pastete,pie
Klasse 8 G-Kurs,160,(gekochter) Schinken,ham
Klasse 8 G-Kurs,160,"professionell, Profi(-)",professional
Klasse 8 G-Kurs,160,jm. etwas erklären,explain sth. to sb.
Klasse 8 G-Kurs,160,etwas lieber tun,prefer to do sth.
Klasse 8 G-Kurs,160,"ich wüsste nicht, wen ich aussuchen sollte",I wouldn’t know who to pick
Klasse 8 G-Kurs,160,"jn. bitten, etwas zu tun",ask sb. to do sth.
