classe,page,de,en
Klasse 8 G-Kurs,158,tausend,thousand
Klasse 8 G-Kurs,158,Russland,Russia
Klasse 8 G-Kurs,158,"Russe/Russin, russisch, Russisch",Russian
Klasse 8 G-Kurs,158,"(Aus-)Sicht, (Aus-)Blick (auf, über)",view (of)
Klasse 8 G-Kurs,158,"Fußweg, Laufgang",walkway
Klasse 8 G-Kurs,158,"oben; über, oberhalb (von)",above
Klasse 8 G-Kurs,158,(Straßen-)Verkehr,traffic
Klasse 8 G-Kurs,158,(er)bauen,"build, built, built"
Klasse 8 G-Kurs,158,kleine Terrasse vor der Tür,stoop (AE)
Klasse 8 G-Kurs,158,"Stimmung, Laune",mood
Klasse 8 G-Kurs,158,alles,everything
Klasse 8 G-Kurs,158,z.B. (= zum Beispiel),e.g.
Klasse 8 G-Kurs,158,"Schritt, Stufe",step
Klasse 8 G-Kurs,158,"Einleitung (zu), Einführung (in)",introduction (to)
Klasse 8 G-Kurs,158,Asiate/Asiatin; asiatisch,Asian
Klasse 8 G-Kurs,158,Freundschaft,friendship
Klasse 8 G-Kurs,158,(Basketball-)Platz,(basketball) court
Klasse 8 G-Kurs,158,(aus einem Auto) aussteigen,get out (of a car)
Klasse 8 G-Kurs,158,"Übung, Training",practice
Klasse 8 G-Kurs,158,,ChatGPT fragen
