classe,page,de,en
Klasse 8 G-Kurs,161,(aus)wählen,"choose, chose, chosen"
Klasse 8 G-Kurs,161,Hubschrauber,helicopter
Klasse 8 G-Kurs,161,Pizza,pizza
Klasse 8 G-Kurs,161,Ergebnis,result
Klasse 8 G-Kurs,161,meistens; hauptsächlich,mostly
Klasse 8 G-Kurs,161,"herunterfallen von etwas (Fahrrad, Pferd)",fall off sth.
Klasse 8 G-Kurs,161,von … herunter/hinunter,off
Klasse 8 G-Kurs,161,einladen,invite
Klasse 8 G-Kurs,161,obdachlos,homeless
Klasse 8 G-Kurs,161,sparen,save
Klasse 8 G-Kurs,161,Schülerball,prom (AE)
Klasse 8 G-Kurs,161,trainieren,train
Klasse 8 G-Kurs,161,"sich auf etwas freuen; sich darauf freuen, etwas zu tun",look forward to sth.; look forward to doing sth.
Klasse 8 G-Kurs,161,"Spind, Schließfach",locker
Klasse 8 G-Kurs,161,Urlaub,vacation (AE)
Klasse 8 G-Kurs,161,"sich verirren, sich verlaufen",get lost
Klasse 8 G-Kurs,161,"Bücherei, Bibliothek",library
Klasse 8 G-Kurs,161,Cafeteria; (AE) (Schul-)Mensa,cafeteria (AE)
Klasse 8 G-Kurs,161,Unterricht; (Unterrichts-)Stunde,class
Klasse 8 G-Kurs,161,jm. recht sein,be OK with sb.
Klasse 8 G-Kurs,161,unglaublich,incredible
Klasse 8 G-Kurs,161,Behinderung,disability
Klasse 8 G-Kurs,161,sehbehindert,visually impaired
Klasse 8 G-Kurs,161,"ein paar, einige",a few
Klasse 8 G-Kurs,161,,ChatGPT fragen
