classe,page,de,en
Klasse 8 G-Kurs,166,"halbe(r, s), Halb-",half
Klasse 8 G-Kurs,166,"Cousin, Cousine",cousin
Klasse 8 G-Kurs,166,(Geld) verdienen,earn (money)
Klasse 8 G-Kurs,166,gut miteinander auskommen,get on well together
Klasse 8 G-Kurs,166,über die Brücke,over the bridge
Klasse 8 G-Kurs,166,Gefängnis,prison
Klasse 8 G-Kurs,166,(See-)Löwe,(sea) lion
Klasse 8 G-Kurs,166,"Autobahn, Fernstraße (USA)",highway (AE)
Klasse 8 G-Kurs,166,Wal,whale
Klasse 8 G-Kurs,166,"Anfang, Beginn",start
Klasse 8 G-Kurs,166,(be)merken,notice
Klasse 8 G-Kurs,166,Pelikan,pelican
Klasse 8 G-Kurs,166,außerhalb eines Zoos,outside (of) a zoo
Klasse 8 G-Kurs,166,Achterbahn,roller coaster
Klasse 8 G-Kurs,166,aus etwas (gemacht) sein,be made of
Klasse 8 G-Kurs,166,Autobahn,motorway
Klasse 8 G-Kurs,166,riesig,huge
Klasse 8 G-Kurs,166,,ChatGPT fragen
