classe,page,de,en
Klasse 8 G-Kurs,159,einen Punkt / ein Tor / einen Treffer erzielen,score
Klasse 8 G-Kurs,159,"fast, beinahe",nearly
Klasse 8 G-Kurs,159,einschlafen,fall asleep
Klasse 8 G-Kurs,159,schlafen,be asleep
Klasse 8 G-Kurs,159,nirgendwo(hin),nowhere
Klasse 8 G-Kurs,159,Routine,routine
Klasse 8 G-Kurs,159,"(Über-)Prüfung, Kontrolle",check
Klasse 8 G-Kurs,159,es hilft vielleicht; es könnte (vielleicht) helfen,it might help
Klasse 8 G-Kurs,159,nach vorne; vorwärts,forward
Klasse 8 G-Kurs,159,"Gelegenheit, Möglichkeit, Chance",chance
Klasse 8 G-Kurs,159,Wen interessiert das? / Was soll's? / Na und?,Who cares?
Klasse 8 G-Kurs,159,schlagen; treffen; prallen gegen,"hit (hit, hit)"
Klasse 8 G-Kurs,159,Trainer/in,coach
Klasse 8 G-Kurs,159,beide(s),both
Klasse 8 G-Kurs,159,sich umdrehen,turn
Klasse 8 G-Kurs,159,"als, während",as
Klasse 8 G-Kurs,159,"Turnhalle, Sporthalle",gym
Klasse 8 G-Kurs,159,Entfernung,distance
Klasse 8 G-Kurs,159,(allmählich) werden; wachsen,"grow (grew, grown)"
Klasse 8 G-Kurs,159,höflich,polite
Klasse 8 G-Kurs,159,sich fragen; gern wissen wollen,wonder
