classe,page,de,en
Klasse 8 G-Kurs,167,riechen; duften; Geruch,smell
Klasse 8 G-Kurs,167,Fanatiker/in,fanatic
Klasse 8 G-Kurs,167,eine Reise/einen Ausflug machen,take a trip
Klasse 8 G-Kurs,167,Dampf,steam
Klasse 8 G-Kurs,167,Erdbeere,strawberry
Klasse 8 G-Kurs,167,"überraschend, erstaunlich",surprising
Klasse 8 G-Kurs,167,chinesisch; Chinesisch; Chinese/Chinesin,Chinese
Klasse 8 G-Kurs,167,werden,become – became – become
Klasse 8 G-Kurs,167,Hochzeit,wedding
Klasse 8 G-Kurs,167,peinlich,embarrassing
Klasse 8 G-Kurs,167,traditionell,traditional
Klasse 8 G-Kurs,167,"schreien, brüllen",yell
Klasse 8 G-Kurs,167,Es ist unecht.,It’s fake.
Klasse 8 G-Kurs,167,Prinzessin,princess
Klasse 8 G-Kurs,167,streicheln,stroke
Klasse 8 G-Kurs,167,Nicht-,non-
Klasse 8 G-Kurs,167,erwarten,expect
Klasse 8 G-Kurs,167,als Freunde/Freundinnen,as friends
Klasse 8 G-Kurs,167,jn. auslachen; sich über jn. lustig machen; lachen über jn.,laugh at sb.
Klasse 8 G-Kurs,167,"ich denke, ich glaube, ich nehme an",I suppose
Klasse 8 G-Kurs,167,gegrilltes Fleisch/Gemüse,grilled meat/vegetables
Klasse 8 G-Kurs,167,Schweinefleisch,pork
Klasse 8 G-Kurs,167,,ChatGPT fragen
