classe,page,de,en
Klasse 8 G-Kurs,157,Karneval,carnival
Klasse 8 G-Kurs,157,Alligator,alligator
Klasse 8 G-Kurs,157,"Einwanderer, Einwanderin",immigrant
Klasse 8 G-Kurs,157,amerikanisch; Amerikaner/in,American
Klasse 8 G-Kurs,157,Stern,star
Klasse 8 G-Kurs,157,(Bundes-)Staat,state
Klasse 8 G-Kurs,157,amerikanischer Ureinwohner; amerikanische Ureinwohnerin; indianisch,Native American
Klasse 8 G-Kurs,157,europäisch; Europäer/in,European
Klasse 8 G-Kurs,157,Schüler/innen im Alter von 14 Jahren,students aged 14
Klasse 8 G-Kurs,157,Alter,age
Klasse 8 G-Kurs,157,Symbol (für),symbol (of)
Klasse 8 G-Kurs,157,Statue,statue
Klasse 8 G-Kurs,157,Freiheit,liberty
Klasse 8 G-Kurs,157,Insel,island
Klasse 8 G-Kurs,157,etwas wissen über; schon mal gehört haben von,know about
Klasse 8 G-Kurs,157,Sehenswürdigkeit,sight
Klasse 8 G-Kurs,157,international,international
Klasse 8 G-Kurs,157,"klasse, stark, großartig","awesome (AE, infml)"
Klasse 8 G-Kurs,157,Terrorist/in; terroristisch; Terror-,terrorist
Klasse 8 G-Kurs,157,"Angriff, Attacke",attack
Klasse 8 G-Kurs,157,zerstören,destroy
Klasse 8 G-Kurs,157,seit 2012,since 2012
Klasse 8 G-Kurs,157,,ChatGPT fragen
