classe,page,de,en
Klasse 8 G-Kurs,164,etwas zusammenfassen,sum sth. up
Klasse 8 G-Kurs,164,respektieren; Respekt,respect
Klasse 8 G-Kurs,164,Mit freundlichen Grüßen (Briefschluss),Yours faithfully
Klasse 8 G-Kurs,164,Haupt-,main
Klasse 8 G-Kurs,164,ziemlich,quite
Klasse 8 G-Kurs,164,(Text-)Abschnitt,paragraph
Klasse 8 G-Kurs,164,vergleichen,compare
Klasse 8 G-Kurs,164,Handy,cell phone (AE)
Klasse 8 G-Kurs,164,unten; unter(halb von),below
Klasse 8 G-Kurs,164,Fußball,soccer
Klasse 8 G-Kurs,164,"sich entscheiden, beschließen",decide
Klasse 8 G-Kurs,164,diskutieren (über),discuss
Klasse 8 G-Kurs,164,Thema,topic
Klasse 8 G-Kurs,164,"Freiwilligentätigkeit, ehrenamtliches Arbeiten",volunteering
Klasse 8 G-Kurs,164,"aufheben (vom Boden), wegräumen",pick up
Klasse 8 G-Kurs,164,Tipp,tip (noun)
Klasse 8 G-Kurs,164,"sich (zu) sehr bemühen, es (zu) sehr versuchen",try (too) hard
Klasse 8 G-Kurs,164,riskant,risky
Klasse 8 G-Kurs,164,sich cool geben,play it cool (inform)
Klasse 8 G-Kurs,164,Politik,politics
Klasse 8 G-Kurs,164,,ChatGPT fragen
