classe,page,de,en
Klasse 8 G-Kurs,165,unterwegs,on the road
Klasse 8 G-Kurs,165,Kalifornien,California
Klasse 8 G-Kurs,165,"kalifornisch, aus Kalifornien; Kalifornier/in",Californian
Klasse 8 G-Kurs,165,"Herausforderung, Aufgabe",challenge
Klasse 8 G-Kurs,165,Ozean,ocean
Klasse 8 G-Kurs,165,Küste,coast
Klasse 8 G-Kurs,165,zentral,central
Klasse 8 G-Kurs,165,Tal,valley
Klasse 8 G-Kurs,165,Industrie,industry
Klasse 8 G-Kurs,165,Zaun,fence
Klasse 8 G-Kurs,165,Grenze,border
Klasse 8 G-Kurs,165,Mexiko,Mexico
Klasse 8 G-Kurs,165,mexikanisch; Mexikaner/in,Mexican
Klasse 8 G-Kurs,165,"Bild, Abbild; Vorstellung",image
Klasse 8 G-Kurs,165,ein/e Alleinerziehende/r,a single parent
Klasse 8 G-Kurs,165,"unglücklicherweise, leider",unfortunately
Klasse 8 G-Kurs,165,Arbeitsplätze wurden abgebaut,jobs were cut
Klasse 8 G-Kurs,165,Teller,plate
Klasse 8 G-Kurs,165,Geschäft,store (AE)
Klasse 8 G-Kurs,165,"Teilzeitjob, Teilzeitstelle",part-time job
Klasse 8 G-Kurs,165,,ChatGPT fragen
