classe,page,de,en
Klasse 8 G-Kurs,170,Regierung; Regierungs-,government
Klasse 8 G-Kurs,170,Feder (eines Vogels),feather
Klasse 8 G-Kurs,170,(Schul-/Studien-)Abschluss; (Schul-/Studien-)Abschlussfeier,graduation
Klasse 8 G-Kurs,170,zu einer Geldstrafe verurteilen,fine (verb)
Klasse 8 G-Kurs,170,Geldstrafe,fine (noun)
Klasse 8 G-Kurs,170,"Hut, Mütze, Kappe",cap
Klasse 8 G-Kurs,170,Erbe,heritage
Klasse 8 G-Kurs,170,Mitglied,member
Klasse 8 G-Kurs,170,Umfrage,survey
Klasse 8 G-Kurs,170,"produzieren, herstellen; hervorbringen, ergeben (Resultat)",produce
Klasse 8 G-Kurs,170,Abstimmung; Stimme (bei Abstimmungen/Wahlen),vote
Klasse 8 G-Kurs,170,"wissen; ich wusste, ich habe gewusst",know: I knew
Klasse 8 G-Kurs,170,Trompete,trumpet
Klasse 8 G-Kurs,170,"Umzug, Prozession",parade
Klasse 8 G-Kurs,170,Das hoffe ich.,I hope so.
Klasse 8 G-Kurs,170,"auf uns zu, in unsere Richtung",towards us
Klasse 8 G-Kurs,170,Seite,side
Klasse 8 G-Kurs,170,Soldat/in,soldier
Klasse 8 G-Kurs,170,sauber,clean
Klasse 8 G-Kurs,170,stehlen,"steal (stole, stolen)"
Klasse 8 G-Kurs,170,"etwas tun können, in der Lage sein etwas zu tun",be able to do sth.
Klasse 8 G-Kurs,170,stinken,"stink (stank, stunk)"
Klasse 8 G-Kurs,170,reparieren,repair
Klasse 8 G-Kurs,170,,ChatGPT fragen
