"Franzoesisch","Deutsch"
"s'appeler","heissen"
"une ecole","eine Schule"
"se lever","aufstehen"
"se preparer","sich fertig machen, sich vorbereiten"
"les cereales","das Muesli, die Cornflakes"
"le petit-dejeuner","das Fruehstueck"
"se depecher","sich beeilen"
"se reposer","sich ausruhen"
"se trouver","sich befinden"
"s'entrainer","trainieren"
"se coucher","schlafen gehen, sich hinlegen"
"chiller","chillen"
